2025-12-24 00:00:00.013 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 00:36:00.373 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 00:36:00.402 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 00:36:00.474 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 00:36:00.547 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 00:36:00.862 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 00:36:00.950 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 00:36:00.972 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:36:00.989 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:36:01.006 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:36:01.075 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 00:36:01.152 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 00:36:01.228 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 00:36:01.297 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 00:36:01.297 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=1286
2025-12-24 00:36:01.297 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 00:36:01.297 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 00:36:01.329 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 353 articles for clustering
2025-12-24 00:36:01.341 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 208 out of 353 articles
2025-12-24 00:36:01.345 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 00:36:01.349 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 00:36:01.353 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 00:36:01.357 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 00:36:01.359 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/주가 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 00:36:01.363 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/하락 (fingerprint=STOCK:상승,시총,하락)
2025-12-24 00:36:01.367 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 00:36:01.371 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 00:36:01.371 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 00:36:01.375 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 168 skipped
2025-12-24 00:36:01.375 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 168
2025-12-24 00:36:01.377 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 11 card generation targets
2025-12-24 00:36:01.385 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 11 skipped, 0 failed
2025-12-24 00:36:01.385 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 11, Failed 0
2025-12-24 00:36:01.393 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 1373ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 00:38:00.005 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 00:38:00.005 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T00:38:00.005334700 ==========
2025-12-24 00:38:00.005 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 00:38:00.075 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 00:38:00.109 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 00:38:00.135 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 00:38:00.305 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 00:38:00.338 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 00:38:00.472 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 00:38:00.506 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 00:38:00.556 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 00:38:00.610 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 00:38:00.630 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:38:00.655 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:38:00.672 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:38:00.740 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 00:38:00.809 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 00:38:00.955 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 00:38:01.055 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 00:38:01.055 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=1050
2025-12-24 00:38:01.055 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 00:38:01.055 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 00:38:01.088 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 353 articles for clustering
2025-12-24 00:38:01.096 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 208 out of 353 articles
2025-12-24 00:38:01.100 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 00:38:01.103 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 00:38:01.106 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 00:38:01.110 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 00:38:01.110 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/주가 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 00:38:01.114 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/하락 (fingerprint=STOCK:상승,시총,하락)
2025-12-24 00:38:01.118 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 00:38:01.120 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 00:38:01.124 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 00:38:01.124 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 168 skipped
2025-12-24 00:38:01.124 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 168
2025-12-24 00:38:01.128 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 11 card generation targets
2025-12-24 00:38:01.135 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 11 skipped, 0 failed
2025-12-24 00:38:01.135 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 11, Failed 0
2025-12-24 00:38:01.144 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 1129ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 00:38:23.666 [SpringApplicationShutdownHook] [] INFO  o.s.b.reactor.netty.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-12-24 00:38:23.666 [netty-shutdown] [] INFO  o.s.b.reactor.netty.GracefulShutdown - Graceful shutdown complete
2025-12-24 00:38:25.699 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-12-24 00:38:25.706 [SpringApplicationShutdownHook] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-12-24 00:38:29.429 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - Starting ArticleApplicationKt using Java 21.0.4 with PID 27428 (C:\ToyProject\article\build\classes\kotlin\main started by anes5 in C:\ToyProject\article)
2025-12-24 00:38:29.432 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - No active profile set, falling back to 1 default profile: "default"
2025-12-24 00:38:29.571 [background-preinit] [] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.0.1.Final
2025-12-24 00:38:32.136 [main] [] INFO  o.s.b.reactor.netty.NettyWebServer - Netty started on port 8080 (http)
2025-12-24 00:38:32.145 [main] [] INFO  c.yourapp.news.ArticleApplicationKt - Started ArticleApplicationKt in 3.354 seconds (process running for 4.329)
2025-12-24 00:38:32.150 [main] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-12-24 00:38:32.342 [main] [] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7b11ff9a
2025-12-24 00:38:32.344 [main] [] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-12-24 00:38:32.369 [main] [] INFO  c.y.n.c.ExposedConfig$$SpringCGLIB$$0 - Ensuring database tables exist
2025-12-24 00:38:32.451 [main] [] INFO  Exposed - Preparing create tables statements took 54ms
2025-12-24 00:38:32.465 [main] [] INFO  Exposed - Executing create tables statements took 14ms
2025-12-24 00:38:32.496 [main] [] INFO  Exposed - Extracting table columns took 31ms
2025-12-24 00:38:32.505 [main] [] INFO  Exposed - Extracting primary keys took 9ms
2025-12-24 00:38:32.534 [main] [] INFO  Exposed - Extracting column constraints took 22ms
2025-12-24 00:38:32.535 [main] [] INFO  Exposed - Preparing alter tables statements took 70ms
2025-12-24 00:38:32.535 [main] [] INFO  Exposed - Executing alter tables statements took 0ms
2025-12-24 00:38:32.555 [main] [] INFO  Exposed - Checking mapping consistence took 19ms
2025-12-24 00:40:00.000 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 00:40:00.000 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T00:40:00.000845400 ==========
2025-12-24 00:40:00.000 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 00:40:00.646 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 00:40:00.767 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 00:40:00.906 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 00:40:01.088 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 00:40:01.151 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 00:40:01.217 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 00:40:01.340 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 00:40:01.441 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 00:40:01.575 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=0
2025-12-24 00:40:01.677 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:40:01.698 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:40:01.719 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:40:01.806 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 00:40:01.917 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 00:40:01.991 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 00:40:02.077 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 00:40:02.077 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=0, elapsedMs=2077
2025-12-24 00:40:02.077 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 0 articles
2025-12-24 00:40:02.077 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 00:40:02.112 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 353 articles for clustering
2025-12-24 00:40:02.126 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 208 out of 353 articles
2025-12-24 00:40:02.148 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 00:40:02.156 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 00:40:02.158 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 00:40:02.162 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 00:40:02.172 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/주가 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 00:40:02.172 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/하락 (fingerprint=STOCK:상승,시총,하락)
2025-12-24 00:40:02.176 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 00:40:02.181 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 00:40:02.186 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 00:40:02.186 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 0 created, 9 updated, 168 skipped
2025-12-24 00:40:02.186 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 0, Updated 9, Skipped 168
2025-12-24 00:40:02.190 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 11 card generation targets
2025-12-24 00:40:02.198 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Card generation completed: 0 success, 11 skipped, 0 failed
2025-12-24 00:40:02.198 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Card] Generated 0, Skipped 11, Failed 0
2025-12-24 00:40:02.211 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline finished ==========
Status: SUCCESS
Duration: 2197ms
RSS Saved: 0
Issues Created: 0, Updated: 9
Cards Created: 0, Failed: 0

========================================
2025-12-24 00:42:00.008 [scheduling-1] [] INFO  c.y.news.pipeline.PipelineScheduler - Scheduled pipeline execution started
2025-12-24 00:42:00.008 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - ========== Pipeline started at 2025-12-24T00:42:00.008847 ==========
2025-12-24 00:42:00.008 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Starting collection from 16 feeds
2025-12-24 00:42:00.041 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.mk.co.kr, entries=50, saved=0
2025-12-24 00:42:00.082 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.hankyung.com, entries=50, saved=0
2025-12-24 00:42:00.113 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.edaily.co.kr, entries=50, saved=0
2025-12-24 00:42:00.283 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.mt.co.kr, entries=100, saved=0
2025-12-24 00:42:00.312 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.yonhapnews.co.kr, entries=0, saved=0
2025-12-24 00:42:00.449 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=www.hani.co.kr, error=Invalid XML: Error on line 1: Content is not allowed in prolog.
2025-12-24 00:42:00.509 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.khan.co.kr, entries=50, saved=0
2025-12-24 00:42:00.559 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=rss.donga.com, entries=50, saved=0
2025-12-24 00:42:00.630 [scheduling-1] [] INFO  c.yourapp.news.article.ArticleStore - Inserted 2 new articles
2025-12-24 00:42:00.642 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.chosun.com, entries=100, saved=2
2025-12-24 00:42:00.699 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:42:00.744 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:42:00.775 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=newsis.com, error=Invalid XML: Error on line 6: The element type "hr" must be terminated by the matching end-tag "</hr>".
2025-12-24 00:42:00.875 [scheduling-1] [] WARN  c.y.news.rss.RssCollectorService - [RSS] Feed failed: url=rss.kmib.co.kr, error=Failed to resolve 'rss.kmib.co.kr' [A(1)] after 2 queries 
2025-12-24 00:42:00.957 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.pressian.com, entries=25, saved=0
2025-12-24 00:42:01.025 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.sisain.co.kr, entries=20, saved=0
2025-12-24 00:42:01.110 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Feed success: url=www.labortoday.co.kr, entries=50, saved=0
2025-12-24 00:42:01.110 [scheduling-1] [] INFO  c.y.news.rss.RssCollectorService - [RSS] Collection complete: totalFeeds=16, success=11, failed=5, totalSaved=2, elapsedMs=1102
2025-12-24 00:42:01.110 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [RSS] Collected 2 articles
2025-12-24 00:42:01.110 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Starting clustering for articles from last 48 hours, limit=1000
2025-12-24 00:42:01.140 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Loaded 355 articles for clustering
2025-12-24 00:42:01.148 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Classified 210 out of 355 articles
2025-12-24 00:42:01.154 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 규제/정책 (fingerprint=POLICY:규제,대책,정책)
2025-12-24 00:42:01.159 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 관세/정책 (fingerprint=POLICY:관세,정책)
2025-12-24 00:42:01.159 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 정책 이슈: 지원/정책 (fingerprint=POLICY:금융위,정책,지원)
2025-12-24 00:42:01.183 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Created new issue: 증시 관련 이슈: 코스닥/코스피 (fingerprint=STOCK:주가,코스닥,코스피)
2025-12-24 00:42:01.188 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 증시 관련 이슈: 상승/주가 (fingerprint=STOCK:상승,주가,증시)
2025-12-24 00:42:01.192 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 금리 관련 이슈: 금리/인하 (fingerprint=RATE:금리,기준금리,인하)
2025-12-24 00:42:01.192 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 부동산/주택 (fingerprint=REALESTATE:부동산,전세,주택)
2025-12-24 00:42:01.196 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 부동산 이슈: 아파트/주택 (fingerprint=REALESTATE:아파트,월세,주택)
2025-12-24 00:42:01.200 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Updated existing issue: 환율 관련 이슈: 환율/달러 (fingerprint=FX:달러,외환,환율)
2025-12-24 00:42:01.204 [scheduling-1] [] INFO  c.y.news.issue.IssueClusterService - Clustering completed: 1 created, 8 updated, 169 skipped
2025-12-24 00:42:01.204 [scheduling-1] [] INFO  c.y.n.pipeline.PipelineOrchestrator - [Cluster] Created 1, Updated 8, Skipped 169
2025-12-24 00:42:01.208 [scheduling-1] [] INFO  c.y.news.card.CardGenerationService - Found 12 card generation targets
2025-12-24 00:42:01.219 [scheduling-1] [] INFO  c.y.news.llm.gemini.GeminiClient - [Gemini] Starting request, model=gemini-2.5-flash, promptLength=2393
